,uuid,name,sire,dam,sex,alive,plumage,acquired_on,age,coef_inbreeding,p_kinship,p_k_mean
103,8781c3,cobalt_362,cobalt_123,cobalt_1990,M,1,pied,2024-04-23,370.0,0.025391,0.050486,0.01748827272727273
104,2e5f0c,cobalt_366,purple_166,ruby_207,F,1,gray,2024-05-13,350.0,0.006226,0.012355,0.01748827272727273
105,d2eb52,cobalt_367,purple_166,ruby_207,F,1,gray,2024-05-05,358.0,0.006226,0.012355,0.01748827272727273
106,cc1100,cobalt_371,ruby_258,cobalt_156,F,1,gray,2024-05-17,346.0,0.034363,,0.01748827272727273
107,4ddaa9,cobalt_373,cobalt_182,cobalt_175,F,1,silver,2024-05-19,344.0,0.015625,0.031129,0.01748827272727273
108,d408b2,cobalt_379,cobalt_137,cobalt_245,M,1,gray,2024-06-30,302.0,0.021851,,0.01748827272727273
109,44c339,cobalt_383,cobalt_32,ruby_203,F,1,gray,2024-06-23,309.0,-0.0,,0.01748827272727273
110,2a8f08,cobalt_385,ruby_255,ruby_276,M,1,pied,2024-06-29,303.0,0.033783,,0.01748827272727273
111,db391d,cobalt_388,ruby_255,ruby_276,F,1,silver,2024-06-30,302.0,0.033783,,0.01748827272727273
112,96304f,cobalt_389,ruby_255,ruby_276,F,1,gray,2024-06-28,304.0,0.033783,,0.01748827272727273
113,6faa9c,cobalt_390,ruby_255,ruby_276,M,1,gray,2024-06-28,304.0,0.033783,,0.01748827272727273
114,b7ddd1,cobalt_391,cobalt_126,ruby_236,M,1,pied,2024-06-29,303.0,0.017578,,0.01748827272727273
115,d5335d,cobalt_394,purple_152,cobalt_218,M,1,gray,2024-06-14,318.0,0.015625,0.031129,0.01748827272727273
116,99c0c3,cobalt_397,ruby_246,cobalt_197,F,1,gray,2024-06-24,308.0,0.013794,,0.01748827272727273
117,fffdc8,cobalt_398,ruby_246,cobalt_197,F,1,gray,2024-06-22,310.0,0.013794,,0.01748827272727273
118,24ffd4,cobalt_399,cobalt_302,ruby_269,F,1,gray,2024-06-20,312.0,0.060684,,0.01748827272727273
119,66e093,cobalt_400,cobalt_302,ruby_269,F,1,gray,2024-06-19,313.0,0.060684,,0.01748827272727273
120,78875f,cobalt_1990,cobalt_206,cobalt_58,F,0,gray,2023-08-03,NA,0.011719,,0.01748827272727273
121,1dc8d1,emerald_22,emerald_3,cobalt_373,U,1,gray,2025-02-07,80.0,0.0,0.0,0.01748827272727273
122,5e9e38,emerald_23,emerald_3,cobalt_373,M,1,gray,2025-02-04,83.0,0.0,0.0,0.01748827272727273
123,6752dd,emerald_24,emerald_3,cobalt_373,M,1,gray,2025-02-04,83.0,0.0,0.0,0.01748827272727273
124,3c39e4,emerald_25,emerald_3,cobalt_373,U,1,pied,2025-02-04,83.0,0.0,0.0,0.01748827272727273
125,af0ae6,green_14,orange_61,blue_86,M,0,gray,2016-12-29,NA,-0.0,,0.01748827272727273
126,4bc42c,green_79,purple_23,purple_77,M,0,fawn,2018-12-23,NA,-0.0,0.0,0.01748827272727273
127,f844f0,green_158,660e560a,4d3d61e8,F,0,,2017-12-10,NA,-0.0,0.0,0.01748827272727273
128,c33d64,orange_43,blue_7,blue_15,F,0,,2014-07-18,NA,-0.0,0.0,0.01748827272727273
129,6387a0,orange_61,red_11,red_5,M,0,,2014-07-18,NA,-0.0,0.0,0.01748827272727273
130,9a95e7,orange_85,red_8,red_12,F,0,,2017-02-22,NA,-0.0,0.0,0.01748827272727273
131,d8b70b,orange_120,orange_61,blue_86,F,0,,2016-05-03,NA,-0.0,,0.01748827272727273
132,16523b,orange_127,orange_89,orange_111,M,0,gray,2016-08-03,NA,-0.0,0.0,0.01748827272727273
133,e81917,orange_143,orange_89,orange_111,F,0,gray,2017-09-15,NA,-0.0,0.0,0.01748827272727273
134,bd5b65,orange_145,orange_95,orange_85,F,0,,2017-07-15,NA,-0.0,0.0,0.01748827272727273
135,04f127,orange_147,orange_95,orange_85,F,0,,2017-07-11,NA,-0.0,0.0,0.01748827272727273
136,ece6d7,orange_153,orange_95,orange_85,F,0,,2017-12-16,NA,-0.0,0.0,0.01748827272727273
137,f9a352,orange_171,ruby_400,orange_147,F,0,fawn,2018-02-21,NA,-0.0,0.0,0.01748827272727273
138,b116d1,purple_10,orange_95,orange_85,F,0,gray,2018-06-15,NA,-0.0,0.0,0.01748827272727273
139,c13fa8,purple_22,red_249,ruby_143,M,0,gray,2019-07-10,NA,-0.0,0.0,0.01748827272727273
140,0a640d,purple_23,blue_2,blue_8,M,0,silver,2018-01-31,NA,-0.0,0.0,0.01748827272727273
141,eb32c7,purple_24,blue_72,blue_113,M,0,gray,2018-12-01,NA,-0.0,0.0,0.01748827272727273
142,d281c3,purple_25,purple_6,silver_153,F,0,gray,2019-10-12,NA,-0.0,0.0,0.01748827272727273
143,38f73c,purple_28,red_192,blue_113,F,0,gray,2019-09-18,NA,-0.0,,0.01748827272727273
144,829ee8,purple_29,purple_92,purple_7,M,0,gray,2019-09-25,NA,-0.0,,0.01748827272727273
145,01ba9f,purple_40,blue_72,blue_113,M,0,gray,2018-12-01,NA,-0.0,0.0,0.01748827272727273
146,9ba391,purple_42,purple_92,purple_7,F,0,pied,2019-09-25,NA,-0.0,,0.01748827272727273
147,cc4bf0,purple_46,red_195,blue_201,M,0,gray,2018-12-22,NA,-0.0,,0.01748827272727273
148,1cc393,purple_53,red_264,purple_106,F,0,gray,2019-11-08,NA,-0.0,0.0,0.01748827272727273
149,952562,purple_58,purple_6,silver_153,M,0,fawn,2019-05-17,NA,-0.0,0.0,0.01748827272727273
150,3f9d1c,purple_77,red_21,red_171,F,0,fawn,2017-05-24,NA,-0.0,0.0,0.01748827272727273
151,fd40b4,purple_81,purple_23,purple_77,F,0,silver,2019-11-29,NA,-0.0,0.0,0.01748827272727273
152,ece3aa,purple_82,green_14,bronze_144,F,0,gray,2019-12-17,NA,-0.0,,0.01748827272727273
153,b3e583,purple_83,green_14,bronze_144,M,0,gray,2019-12-17,NA,-0.0,,0.01748827272727273
154,b0b6f6,purple_88,orange_90,red_233,F,0,pied,2020-01-02,NA,-0.0,0.0,0.01748827272727273
155,765fbe,purple_91,purple_92,purple_7,M,0,gray,2020-02-01,NA,-0.0,,0.01748827272727273
156,fb4a53,purple_92,blue_2,blue_8,M,0,silver,2016-10-18,NA,-0.0,0.0,0.01748827272727273
157,bd6bd9,purple_100,red_180,red_293,M,0,gray,2020-07-23,NA,-0.0,0.0,0.01748827272727273
158,118a2c,purple_102,red_180,red_293,M,0,gray,2020-07-27,NA,-0.0,0.0,0.01748827272727273
159,bdae97,purple_104,red_180,red_293,M,0,gray,2020-07-23,NA,-0.0,0.0,0.01748827272727273
160,1a62d2,purple_106,ruby_400,orange_147,F,0,silver,2018-09-14,NA,-0.0,0.0,0.01748827272727273
161,44a27e,purple_107,red_264,purple_106,M,0,white,2020-08-13,NA,-0.0,0.0,0.01748827272727273
162,9469b8,purple_108,red_264,purple_106,M,0,gray,2020-08-12,NA,-0.0,0.0,0.01748827272727273
163,28316e,purple_111,green_14,bronze_144,F,0,gray,2020-08-06,NA,-0.0,,0.01748827272727273
164,dc0533,purple_113,purple_6,silver_153,M,0,pied,2020-08-12,NA,-0.0,0.0,0.01748827272727273
165,9405a0,purple_114,green_79,purple_82,F,0,fawn,2020-08-19,NA,-0.0,,0.01748827272727273
166,499d56,purple_117,purple_92,purple_7,M,0,fawn,2020-09-02,NA,-0.0,,0.01748827272727273
167,6273c9,purple_118,purple_92,purple_7,F,0,fawn,2020-09-01,NA,-0.0,,0.01748827272727273
168,2bfbdb,purple_121,red_216,orange_143,F,0,fawn,2020-09-12,NA,-0.0,0.0,0.01748827272727273
169,0f389c,purple_122,purple_6,silver_153,F,0,gray,2020-08-13,NA,-0.0,0.0,0.01748827272727273
170,116d0c,purple_123,purple_6,silver_153,M,0,gray,2020-08-13,NA,-0.0,0.0,0.01748827272727273
171,ad3b5d,purple_126,purple_83,cobalt_199,M,0,gray,2020-10-05,NA,-0.0,,0.01748827272727273
172,20bc8a,purple_128,red_216,orange_143,M,0,gray,2020-10-19,NA,-0.0,0.0,0.01748827272727273
173,f12d14,purple_131,purple_40,purple_3,F,0,gray,2020-10-01,NA,-0.0,,0.01748827272727273
174,416c4a,purple_134,red_250,purple_2,F,0,gray,2019-07-09,NA,-0.0,0.0,0.01748827272727273
175,4b742a,purple_142,cobalt_16,purple_28,F,0,gray,2021-10-20,NA,0.001953,,0.01748827272727273
176,c36e69,purple_150,cobalt_32,ruby_203,F,0,fawn,2021-11-25,NA,-0.0,,0.01748827272727273
177,75cd4f,purple_152,cobalt_32,ruby_203,M,0,gray,2021-11-25,NA,-0.0,,0.01748827272727273
178,62691c,purple_153,purple_58,cobalt_1,M,0,gray,2021-11-28,NA,-0.0,,0.01748827272727273
179,f60ca5,purple_157,purple_102,purple_118,M,1,gray,2021-12-05,1240.0,-0.0,,0.01748827272727273
180,ebfc82,purple_160,purple_91,purple_25,M,0,gray,2021-11-30,NA,-0.0,,0.01748827272727273
181,9499f9,purple_166,purple_128,cobalt_7,M,0,gray,2021-12-06,NA,-0.0,0.0,0.01748827272727273
182,7fe001,purple_167,purple_83,purple_42,M,0,gray,2021-12-13,NA,-0.0,,0.01748827272727273
